id,title,description,category,condition,city,price,currency,posted_at,source
928de09e-b8eb-47ed-9b13-3adc11a386be,В продаже автоаксессуары — Барнаул,Комплект ключей. Оперативный показ. Чисто и аккуратно. Самовывоз. Город: Москва.,Автоаксессуары,на запчасти,Томск,73292,RUB,2025-05-12T21:16:19,synthetic_ru_private_ads_v2
06305569-1dd4-4ca7-8536-efec5a4cacc4,Санкт-Петербург: Распродажа автоаксессуары 📦,Разумный торг. Состояние хорошее. Без посредников. Город: Казань.,Автоаксессуары,б/у,Иркутск,71755,RUB,2025-07-26T18:54:19,synthetic_ru_private_ads_v2
f3b03adc-df73-45be-b2b4-c4aa310c3e5a,Продаю автоаксессуары,Возможен показ. Город: Москва. Самовывоз/доставка. Договорная. Зимняя резина в комплекте. Без посредников. Состояние хорошее.,Автоаксессуары,как новое,Тюмень,99967,RUB,2025-07-14T19:09:19,synthetic_ru_private_ads_v2
c01872aa-e828-4d54-b78a-36f66c761cf4,Продаам автоаксессуары в Казань 🙂,Город: Москва. Обслуживание у дилера. Чисто и аккуратно. Разумный торг. Быстро отвечаю.,Автоаксессуары,на запчасти,Екатеринбург,50484,RUB,2025-04-14T21:06:19,synthetic_ru_private_ads_v2
3bfa81ce-d3d3-4662-b4a6-88946047ebd1,Продаам автоаксессуары в Казань 🙂,После обслуживания. Быстро отвечаю. Гаражное хранение. Город: Уфа. Полный пакет документов.,Автоаксессуары,как новое,Волгоград,72021,RUB,2025-07-17T22:34:19,synthetic_ru_private_ads_v2
f0518a1b-1d53-40fc-b86c-4f000bac9ba9,Продам автоаксессуары,Возможен показ. Vin по запросу. Полный пакет документов. После обслуживания. Город: Новосибирск.,Автоаксессуары,как новое,Нижний Новгород,122995,RUB,2025-02-22T22:09:19,synthetic_ru_private_ads_v2
b15cf7b6-486c-4bb6-97c5-f45c15faeba6,Продаю автоаксессуары — Новосибирск,Разумный торг. Двигатель и коробка без нареканий. Без посредников. Город: Москва. Быстро отвечаю. Бережная эксплуатация.,Автоаксессуары,на запчасти,Нижний Новгород,80874,RUB,2025-06-14T06:49:19,synthetic_ru_private_ads_v2
da10213e-ee81-4cbc-a2a9-4bcb41bcecd9,В НАЛИЧИИ автоаксессуары (Уфа),Обслуживание у дилера. Могу отправить тк. Документы в наличии. Бережная эксплуатация. Договорная. Город: Пермь.,Автоаксессуары,новое,Барнаул,131965,RUB,2025-06-27T09:25:19,synthetic_ru_private_ads_v2
9904024a-96ca-4367-8d8d-a81ba030c9bc,В продаже автоаксессуары,Город: Омск. Договорная. После обслуживания.,Автоаксессуары,отличное,Саратов,51711,RUB,2025-07-01T02:13:19,synthetic_ru_private_ads_v2
250a40b3-dd8e-41fe-ad65-e23f898a0d84,Новинка автоаксессуары в Ростов-на-Дону — Москва,Чек/гарантия. Город: Санкт-Петербург. Чистый птс. Доставка по городу. Договорная. Бережная эксплуатация.,Автоаксессуары,как новое,Самара,27576,RUB,2025-05-27T04:48:19,synthetic_ru_private_ads_v2
c2e9f8cb-7aa2-4e8c-9ba3-5bff125c54ad,Санкт-Петербург: Распродажа автоаксессуары 📦 — Красноярск,Состояние отличное. Торг уместен. Самовывоз. Город: Казань. Чистый птс.,Автоаксессуары,отличное,Волгоград,49345,RUB,2025-08-22T03:18:19,synthetic_ru_private_ads_v2
cb3ee063-9069-4a63-947b-bd04b74bd52e,Распродажа автоаксессуары — Екатеринбург — Самара,Город: Ростов-на-Дону. Возможен торг. Возможен показ. Vin по запросу. Без посредников. Состояние отличное. Самовывоз.,Автоаксессуары,новое,Ростов-на-Дону,51546,RUB,2025-06-05T15:27:19,synthetic_ru_private_ads_v2
11e4bde2-adcb-4193-b5fd-5114e11e9ab3,Продаам автоаксессуары в Казань 🙂 — Калининград,Торг уместен. Полный пакет документов. Гаражное хранение. Состояние хорошее. Город: Хабаровск.,Автоаксессуары,как новое,Саратов,69204,RUB,2025-04-14T16:48:19,synthetic_ru_private_ads_v2
9a47b62d-d8aa-4a95-a19b-750d224aef5b,Продаам автоаксессуары в Казань 🙂 — Владивосток,Состояние хорошее. Чистый птс. Торг уместен. Город: Новосибирск. Без залога.,Автоаксессуары,б/у,Саратов,68696,RUB,2025-04-07T08:59:19,synthetic_ru_private_ads_v2
6d1331bf-17ef-47ab-8b2d-0afa789652ce,Есть в наличии автоаксессуары — Новосибирск,Полный пакет документов. Разумный торг. Vin по запросу. Бережная эксплуатация. Город: Самара. Доставка возможна.,Автоаксессуары,б/у,Ростов-на-Дону,34005,RUB,2025-03-15T17:33:19,synthetic_ru_private_ads_v2
a5e8ed78-3e8b-4492-8738-7ecfa268ecb1,Реализую автоаксессуары — Хабаровск,Торг уместен. Покажу сегодня. Состояние отличное. Vin по запросу. Город: Владивосток.,Автоаксессуары,на запчасти,Саратов,56851,RUB,2025-04-29T03:17:19,synthetic_ru_private_ads_v2
feda4392-c815-41d6-9ce5-913887670d49,Продам автоаксессуары (Воронеж),Состояние отличное. Покажу сегодня. Могу отправить тк. Договорная. Город: Ижевск. Без дтп.,Автоаксессуары,хорошее,Хабаровск,57211,RUB,2025-04-28T23:22:19,synthetic_ru_private_ads_v2
70afe203-575a-4bf8-b4e6-268e4869496c,В продаже автоаксессуары — Екатеринбург,Разумный торг. Бережная эксплуатация. Город: Москва. Доставка по городу. Двигатель и коробка без нареканий.,Автоаксессуары,удовлетворительное,Новосибирск,79034,RUB,2025-05-21T21:53:19,synthetic_ru_private_ads_v2
6c3163b9-307a-4e56-b42c-f866ddf1a826,Распродажа автоаксессуары — Екатеринбург — Санкт-Петербург,Город: Иркутск. Могу отправить тк. Обслуживание у дилера. Полный пакет документов. Бережная эксплуатация. Торг уместен.,Автоаксессуары,б/у,Воронеж,51879,RUB,2025-04-28T15:53:19,synthetic_ru_private_ads_v2
f53b1cc9-ba55-4f35-817a-af8d01b73980,Продам автоаксессуары (Воронеж) — Санкт-Петербург,Город: Казань. Чисто и аккуратно. Могу отправить тк. Торг уместен. Обслуживание у дилера.,Автоаксессуары,хорошее,Екатеринбург,84282,RUB,2025-07-10T15:31:19,synthetic_ru_private_ads_v2
2e7ebb32-177f-4b43-9a00-a3e2dcfd8dfd,Реализую автоаксессуары — Волгоград,Без посредников. Договорная. Бережная эксплуатация. Город: Калининград. Самовывоз. Возможен показ. Комплект ключей.,Автоаксессуары,как новое,Пермь,66883,RUB,2025-06-14T00:53:19,synthetic_ru_private_ads_v2
d334f9c0-68a3-45e5-9bce-16b07ad4515c,Отдам автоаксессуары,Цена обсуждаема. Реальный пробег. Доставка по городу. Без залога. Город: Хабаровск. Состояние хорошее. Звоните / пишите.,Автоаксессуары,новое,Пермь,57930,RUB,2025-04-08T21:13:19,synthetic_ru_private_ads_v2
16b941ff-6972-4c3b-a2f9-31177f86fdab,Продам автоаксессуары (Воронеж) — Казань,Без дтп. Чисто и аккуратно. Город: Хабаровск.,Автоаксессуары,на запчасти,Казань,58969,RUB,2025-06-23T16:43:19,synthetic_ru_private_ads_v2
0179f9d2-7464-4cd8-b4b8-da7be6d665cd,Продаам автоаксессуары в Казань 🙂 — Казань,Возможен торг. Звоните / пишите. Своевременное то. Без посредников. Бережная эксплуатация. Могу отправить тк. Город: Саратов.,Автоаксессуары,отличное,Иркутск,50543,RUB,2025-06-20T20:08:19,synthetic_ru_private_ads_v2
2ebe1ad6-8dce-4298-9333-54ad30f695a0,Продам автоаксессуары (Воронеж) — Воронеж,Чистый птс. Доставка по городу. Бережная эксплуатация. Разумный торг. Город: Санкт-Петербург.,Автоаксессуары,хорошее,Челябинск,74749,RUB,2025-08-21T01:54:19,synthetic_ru_private_ads_v2
394ecb20-1fd4-4165-bdb3-5ef79914374c,Реализую автоаксессуары,Возможен показ. Могу отправить тк. Vin по запросу. Бережная эксплуатация. Без посредников. Цена обсуждаема. Город: Калининград.,Автоаксессуары,новое,Барнаул,22836,RUB,2025-07-16T22:38:19,synthetic_ru_private_ads_v2
8b8fa5d9-ec49-419b-ac3d-fc0bd5defdba,Реализую автоаксессуары — Владивосток,Быстро отвечаю. Без дтп. Город: Томск. Бережная эксплуатация. Чек/гарантия.,Автоаксессуары,хорошее,Нижний Новгород,78530,RUB,2025-07-26T11:36:19,synthetic_ru_private_ads_v2
494b2bad-a163-4384-ad74-b32cec297c21,Реализую автоаксессуары,Состояние отличное. Документы в наличии. Торг уместен. Vin по запросу.,Автоаксессуары,хорошее,Москва,65307,RUB,2025-03-13T22:26:19,synthetic_ru_private_ads_v2
a584a3a8-3add-4cf8-b75e-44dfa89fa3e9,Санкт-Петербург: Распродажа автоаксессуары 📦 — Санкт-Петербург,Быстро отвечаю. Возможен торг. Город: Новосибирск. Полный пакет документов. Чистый птс.,Автоаксессуары,на запчасти,Иркутск,70160,RUB,2025-08-06T10:49:19,synthetic_ru_private_ads_v2
35985387-4dbd-4810-8ff2-7f27c95a0f4f,Есть в наличии автоаксессуары,После обслуживания. Своевременное то. Доставка возможна. Полный пакет документов. Город: Омск.,Автоаксессуары,удовлетворительное,Новосибирск,95356,RUB,2025-04-13T05:16:19,synthetic_ru_private_ads_v2
95b0dedb-43ea-4e95-a1ef-5a05ba9ac592,Продам автоаксессуары,Разумный торг. Реальный пробег. Покажу сегодня. После обслуживания. Город: Тюмень.,Автоаксессуары,как новое,Самара,104560,RUB,2025-07-18T22:12:19,synthetic_ru_private_ads_v2
4aa32c79-84b7-4600-8cdd-16e371937676,Новинка автоаксессуары в Ростов-на-Дону — Тюмень,Зимняя резина в комплекте. Договорная. Состояние отличное. Могу отправить тк. Возможен показ. Город: Калининград.,Автоаксессуары,отличное,Новосибирск,32635,RUB,2025-05-13T03:26:19,synthetic_ru_private_ads_v2
906ae79f-69d7-4086-b6a1-07d0101bb5a8,Новинка автоаксессуары в Ростов-на-Дону,Оперативный показ. Доставка возможна. Город: Иркутск. Состояние отличное.,Автоаксессуары,на запчасти,Ижевск,25365,RUB,2025-07-04T09:18:19,synthetic_ru_private_ads_v2
f0e34307-1624-42c5-a105-34750280c19a,Новинка автоаксессуары в Ростов-на-Дону — Омск,Торг уместен. Гаражное хранение. Документы в наличии. Звоните / пишите. Город: Екатеринбург. Могу отправить тк. Состояние отличное.,Автоаксессуары,отличное,Новосибирск,25282,RUB,2025-07-01T09:51:19,synthetic_ru_private_ads_v2
f139e6fa-9944-48a8-878d-310d9581689a,В НАЛИЧИИ автоаксессуары (Уфа) — Екатеринбург,Доставка по городу. Звоните / пишите. Город: Хабаровск. После обслуживания. Договорная. Реальный пробег. Полный пакет документов.,Автоаксессуары,на запчасти,Красноярск,79441,RUB,2025-03-11T05:16:19,synthetic_ru_private_ads_v2
a025f746-5a61-4b27-a57f-f4c308c31d93,Продам автоаксессуары — Нижний Новгород,Город: Екатеринбург. Оперативный показ. Торг уместен. Без дтп. Документы в наличии. Доставка по городу.,Автоаксессуары,удовлетворительное,Нижний Новгород,52920,RUB,2025-08-05T08:17:19,synthetic_ru_private_ads_v2
71cb1d31-0cc7-4270-b797-c21a447a9df3,В НАЛИЧИИ автоаксессуары (Уфа),Город: Ростов-на-Дону. Без посредников. Обслуживание у дилера. Состояние хорошее. Доставка возможна.,Автоаксессуары,удовлетворительное,Пермь,135650,RUB,2025-03-18T04:48:19,synthetic_ru_private_ads_v2
77205a20-ab76-4833-b4cc-03bed85a9684,Продаю автоаксессуары — Саратов,Цена обсуждаема. Город: Пермь. Быстро отвечаю. Двигатель и коробка без нареканий. Состояние хорошее.,Автоаксессуары,б/у,Калининград,115098,RUB,2025-06-04T15:15:19,synthetic_ru_private_ads_v2
3cbd6084-b446-4687-97e5-60fd621916b7,Распродажа автоаксессуары — Екатеринбург — Хабаровск,Реальный пробег. Бережная эксплуатация. Доставка возможна. Без залога. Город: Волгоград.,Автоаксессуары,отличное,Новосибирск,65065,RUB,2025-04-30T19:09:19,synthetic_ru_private_ads_v2
0b96eeb2-1c87-4929-9b16-34fa4399b08b,Есть в наличии автоаксессуары — Томск,Город: Калининград. Реальный пробег. Договорная.,Автоаксессуары,хорошее,Ростов-на-Дону,78412,RUB,2025-07-10T13:51:19,synthetic_ru_private_ads_v2
f8b9f4f0-1da4-4365-9d70-2a70bafc5084,Санкт-Петербург: Распродажа автоаксессуары 📦 — Красноярск,Доставка возможна. Чисто и аккуратно. Без посредников. Зимняя резина в комплекте. Город: Калининград. Договорная.,Автоаксессуары,как новое,Пермь,43925,RUB,2025-07-11T14:42:19,synthetic_ru_private_ads_v2
f6b395a5-ac1f-4eb0-aefe-ff3477719cab,Распродажа автоаксессуары — Екатеринбург,Без залога. Город: Омск. Возможен торг. Без дтп. Состояние хорошее. Быстро отвечаю.,Автоаксессуары,хорошее,Красноярск,65615,RUB,2025-03-28T07:18:19,synthetic_ru_private_ads_v2
1b41cfe6-60a3-4fbf-a76a-583cef59f345,Распродажа автоаксессуары — Екатеринбург — Нижний Новгород,Город: Томск. Чистый птс. Договорная. Самовывоз/доставка. Чисто и аккуратно.,Автоаксессуары,хорошее,Саратов,76457,RUB,2025-05-21T10:33:19,synthetic_ru_private_ads_v2
ca007484-2eaa-4797-814f-be6661466785,Есть в наличии автоаксессуары — Санкт-Петербург,Полный пакет документов. Возможен показ. Состояние отличное. Город: Ижевск. Договорная. Доставка по городу. Двигатель и коробка без нареканий.,Автоаксессуары,как новое,Волгоград,94551,RUB,2025-07-29T09:01:19,synthetic_ru_private_ads_v2
380b99f5-c46a-4174-be8e-64e0e76baffe,Продам автоаксессуары (Воронеж),Без посредников. Чистый птс. После обслуживания. Город: Омск. Договорная.,Автоаксессуары,хорошее,Нижний Новгород,83021,RUB,2025-06-23T06:38:19,synthetic_ru_private_ads_v2
7b2149b7-3de9-4206-92b4-375084358dfc,Отдам автоаксессуары,Договорная. Быстро отвечаю. Состояние хорошее. Своевременное то. Город: Казань.,Автоаксессуары,б/у,Краснодар,75564,RUB,2025-04-07T11:17:19,synthetic_ru_private_ads_v2
74aeb9e4-7b63-4a21-b77a-6b137281e3ea,В НАЛИЧИИ автоаксессуары (Уфа) — Томск,После обслуживания. Город: Нижний Новгород. Полный пакет документов. Самовывоз. Vin по запросу.,Автоаксессуары,как новое,Новосибирск,140476,RUB,2025-04-15T11:31:19,synthetic_ru_private_ads_v2
2843a4b5-d862-43ef-8a6d-e3cf8513087d,Распродажа автоаксессуары — Екатеринбург,Город: Нижний Новгород. Доставка по городу. Двигатель и коробка без нареканий. Разумный торг. Быстро отвечаю. Состояние хорошее. Без посредников.,Автоаксессуары,как новое,Пермь,62897,RUB,2025-03-15T17:37:19,synthetic_ru_private_ads_v2
af0d98e4-5a89-4b8a-a5cb-570113f2c677,Новинка автоаксессуары в Ростов-на-Дону — Москва,Город: Екатеринбург. Доставка по городу. Гаражное хранение. Возможен показ.,Автоаксессуары,отличное,Челябинск,32863,RUB,2025-04-07T14:37:19,synthetic_ru_private_ads_v2
3247d85f-1581-4f8f-913a-1f83c4954f93,Санкт-Петербург: Распродажа автоаксессуары 📦 — Челябинск,Покажу сегодня. Возможен торг. Чистый птс. Состояние хорошее. Город: Екатеринбург.,Автоаксессуары,отличное,Москва,54863,RUB,2025-05-25T02:42:19,synthetic_ru_private_ads_v2
82530ab7-fe28-4c63-9de9-c797ec2b4348,В продаже автоаксессуары,Без залога. Быстро отвечаю. Город: Саратов. Комплект ключей. Чисто и аккуратно.,Автоаксессуары,на запчасти,Новосибирск,59008,RUB,2025-03-28T02:31:19,synthetic_ru_private_ads_v2
44186e42-ffce-4d93-95c7-52b2661c9af8,Продаю автоаксессуары — Калининград,Состояние отличное. Город: Москва. Разумный торг. Двигатель и коробка без нареканий.,Автоаксессуары,на запчасти,Челябинск,88873,RUB,2025-02-24T04:10:19,synthetic_ru_private_ads_v2
8fa81720-bde5-4d2a-a792-16d977842741,Есть в наличии автоаксессуары,Город: Владивосток. Доставка возможна. Реальный пробег. Торг уместен. После обслуживания.,Автоаксессуары,хорошее,Тюмень,71855,RUB,2025-04-16T06:17:19,synthetic_ru_private_ads_v2
53bdcbe4-e08e-4be1-8815-164c8eb9d348,Реализую автоаксессуары — Барнаул,Чисто и аккуратно. Чистый птс. Доставка возможна. Торг уместен. Город: Иркутск.,Автоаксессуары,хорошее,Иркутск,47181,RUB,2025-02-25T04:09:19,synthetic_ru_private_ads_v2
8a56a9f2-43fe-4c91-9f7d-b53620bb1782,Есть в наличии автоаксессуары,Возможен показ. Город: Казань. Чисто и аккуратно. Обслуживание у дилера.,Автоаксессуары,новое,Нижний Новгород,92662,RUB,2025-03-07T08:29:19,synthetic_ru_private_ads_v2
ff5ab6c7-89e9-4fe7-ad18-e629f85df6f6,Продаю автоаксессуары,Возможен торг. Бережная эксплуатация. Оперативный показ. Зимняя резина в комплекте. Доставка возможна. Город: Воронеж.,Автоаксессуары,хорошее,Москва,118696,RUB,2025-06-20T21:57:19,synthetic_ru_private_ads_v2
f565deb8-e101-4902-a160-b06b972ba819,Новинка автоаксессуары в Ростов-на-Дону,Город: Хабаровск. Состояние хорошее. Звоните / пишите. Гаражное хранение.,Автоаксессуары,хорошее,Владивосток,26353,RUB,2025-03-14T06:25:19,synthetic_ru_private_ads_v2
d629b818-f989-497b-97d2-7a796a10f6ed,Продам автоаксессуары,Обслуживание у дилера. Самовывоз. Город: Саратов. Без залога.,Автоаксессуары,как новое,Саратов,130635,RUB,2025-05-25T07:47:19,synthetic_ru_private_ads_v2
0f19df7c-3ab5-4e88-94d1-ac80a00ee18c,Продаю автоаксессуары,Город: Москва. Чисто и аккуратно. Разумный торг. Двигатель и коробка без нареканий. Чек/гарантия. Покажу сегодня.,Автоаксессуары,новое,Москва,28961,RUB,2025-08-02T21:43:19,synthetic_ru_private_ads_v2
f272e633-93ed-47a4-be99-b802c926b1bc,В НАЛИЧИИ автоаксессуары (Уфа),Город: Омск. Без дтп. Чисто и аккуратно. Чек/гарантия.,Автоаксессуары,на запчасти,Иркутск,130288,RUB,2025-07-03T20:00:19,synthetic_ru_private_ads_v2
b3c8942e-2301-44ef-834d-d989b47cc7f7,Новинка автоаксессуары в Ростов-на-Дону,Своевременное то. Состояние хорошее. Город: Красноярск. Торг уместен.,Автоаксессуары,отличное,Воронеж,28854,RUB,2025-03-02T06:11:19,synthetic_ru_private_ads_v2
6825545f-d46e-4612-a812-2b3a9b38ac5c,Продаам автоаксессуары в Казань 🙂,Звоните / пишите. Город: Самара. Зимняя резина в комплекте. Самовывоз. Бережная эксплуатация. Разумный торг.,Автоаксессуары,на запчасти,Красноярск,45710,RUB,2025-03-12T17:41:19,synthetic_ru_private_ads_v2
28bf44ae-08df-4a9a-aab5-951b9c95a290,Продам автоаксессуары,Цена обсуждаема. Чек/гарантия. Без дтп. Бережная эксплуатация. Город: Барнаул. Доставка возможна.,Автоаксессуары,удовлетворительное,Новосибирск,67866,RUB,2025-05-01T13:45:19,synthetic_ru_private_ads_v2
5bad3598-0c3c-49ff-9502-bb2c014bd0a5,Продаам автоаксессуары в Казань 🙂 — Самара,Комплект ключей. Город: Краснодар. Разумный торг. Состояние хорошее. Возможен показ. Доставка по городу.,Автоаксессуары,б/у,Ростов-на-Дону,60474,RUB,2025-04-25T00:14:19,synthetic_ru_private_ads_v2
ba066894-5f25-42f8-82c8-e494f4872d8c,В НАЛИЧИИ автоаксессуары (Уфа),Возможен торг. Город: Иркутск. Самовывоз. Состояние хорошее. Двигатель и коробка без нареканий.,Автоаксессуары,новое,Челябинск,138397,RUB,2025-05-07T15:33:19,synthetic_ru_private_ads_v2
4852e5d5-9d1f-47ad-b68d-4741f0e71de0,Есть в наличии автоаксессуары — Краснодар,Чисто и аккуратно. Город: Тюмень. Оперативный показ. Полный пакет документов. Самовывоз/доставка. Vin по запросу. Торг уместен.,Автоаксессуары,на запчасти,Екатеринбург,77692,RUB,2025-05-30T05:21:19,synthetic_ru_private_ads_v2
8b5cb5e4-721b-4c2b-b65b-c383a81b6b2d,Отдам автоаксессуары,Документы в наличии. Город: Санкт-Петербург. Своевременное то. Состояние отличное. Самовывоз. Разумный торг. Возможен показ.,Автоаксессуары,б/у,Владивосток,65458,RUB,2025-03-22T14:36:19,synthetic_ru_private_ads_v2
a71b9c87-2267-4b9d-969d-eb3f950ab98e,Есть в наличии автоаксессуары — Калининград,Состояние хорошее. Звоните / пишите. Самовывоз. Обслуживание у дилера. Город: Екатеринбург.,Автоаксессуары,новое,Уфа,66069,RUB,2025-08-16T22:05:19,synthetic_ru_private_ads_v2
21decaaa-aa40-4de7-bcfa-0b6065d1d39d,Санкт-Петербург: Распродажа автоаксессуары 📦,После обслуживания. Реальный пробег. Без залога. Город: Ижевск. Возможен торг. Покажу сегодня.,Автоаксессуары,хорошее,Челябинск,45607,RUB,2025-07-14T15:41:19,synthetic_ru_private_ads_v2
664c397d-7b54-443c-8421-285261e3bf8e,Есть в наличии автоаксессуары,Возможен торг. Чек/гарантия. Самовывоз/доставка. Состояние отличное. Город: Челябинск. Без дтп.,Автоаксессуары,отличное,Санкт-Петербург,140730,RUB,2025-08-14T11:38:19,synthetic_ru_private_ads_v2
b5f68aa9-9226-4371-a2ad-2ce176ddfc8e,Продаам автоаксессуары в Казань 🙂,Город: Новосибирск. Чисто и аккуратно. Своевременное то. Доставка возможна. Договорная.,Автоаксессуары,отличное,Иркутск,68685,RUB,2025-07-11T14:50:19,synthetic_ru_private_ads_v2
3b9f091a-e4fe-4923-b2a6-c35e992b5865,Реализую автоаксессуары,Город: Уфа. Чисто и аккуратно. Договорная. Зимняя резина в комплекте.,Автоаксессуары,отличное,Ижевск,118523,RUB,2025-05-05T04:17:19,synthetic_ru_private_ads_v2
fd7ae84c-1c0b-419f-ab3e-8dc37364bddd,В НАЛИЧИИ автоаксессуары (Уфа),Состояние хорошее. Документы в наличии. Торг уместен. Зимняя резина в комплекте. Город: Волгоград. Доставка возможна. Возможен показ.,Автоаксессуары,удовлетворительное,Краснодар,83923,RUB,2025-05-17T04:51:19,synthetic_ru_private_ads_v2
22455731-0b20-4846-aa5c-6e07a7570ab8,Санкт-Петербург: Распродажа автоаксессуары 📦 — Барнаул,Документы в наличии. Город: Хабаровск. Своевременное то. Состояние отличное. Цена обсуждаема.,Автоаксессуары,удовлетворительное,Саратов,51080,RUB,2025-06-16T19:21:19,synthetic_ru_private_ads_v2
c32802b2-f3b8-44c1-a676-32e56cf55ae5,В НАЛИЧИИ автоаксессуары (Уфа) — Челябинск,Обслуживание у дилера. Самовывоз/доставка. Состояние хорошее. Без залога. Город: Новосибирск.,Автоаксессуары,б/у,Волгоград,85334,RUB,2025-08-02T07:21:19,synthetic_ru_private_ads_v2
e889fd98-faa1-48f4-95a1-e883427d1073,В продаже автоаксессуары — Москва,Vin по запросу. Звоните / пишите. Город: Санкт-Петербург. Состояние отличное. Без посредников.,Автоаксессуары,как новое,Нижний Новгород,22527,RUB,2025-05-18T09:40:19,synthetic_ru_private_ads_v2
40742f69-547e-4e31-9f0f-2bbcd3a6f9be,В продаже автоаксессуары,Без дтп. Город: Краснодар. После обслуживания.,Автоаксессуары,новое,Хабаровск,48955,RUB,2025-04-14T23:30:19,synthetic_ru_private_ads_v2
aa231cc3-a7bd-4703-a2b6-97526599b44c,В НАЛИЧИИ автоаксессуары (Уфа) — Самара,Без посредников. Чистый птс. Город: Нижний Новгород.,Автоаксессуары,на запчасти,Москва,87928,RUB,2025-07-02T13:54:19,synthetic_ru_private_ads_v2
554b805f-a5c5-4096-9d84-280d6d87af59,Распродажа автоаксессуары — Екатеринбург — Иркутск,Доставка возможна. Двигатель и коробка без нареканий. Возможен показ. Город: Краснодар. Разумный торг. Состояние отличное. Без залога.,Автоаксессуары,удовлетворительное,Красноярск,59177,RUB,2025-07-17T21:35:19,synthetic_ru_private_ads_v2
e693524b-e4b9-4694-8e7d-7e98c66c28f7,В НАЛИЧИИ автоаксессуары (Уфа),Чек/гарантия. После обслуживания. Двигатель и коробка без нареканий. Могу отправить тк. Город: Уфа.,Автоаксессуары,хорошее,Воронеж,88236,RUB,2025-06-20T07:40:19,synthetic_ru_private_ads_v2
2af204d4-074a-48bc-848a-9e735295096f,Распродажа автоаксессуары — Екатеринбург — Нижний Новгород,Звоните / пишите. Разумный торг. Самовывоз/доставка. Чек/гарантия. Город: Краснодар. Без дтп. Бережная эксплуатация.,Автоаксессуары,новое,Пермь,89232,RUB,2025-06-08T21:44:19,synthetic_ru_private_ads_v2
72715945-ac39-4066-bdd6-f6ae87bde98b,Есть в наличии автоаксессуары,Чистый птс. Без посредников. Доставка по городу. Город: Иркутск. Звоните / пишите. Состояние хорошее.,Автоаксессуары,на запчасти,Самара,65842,RUB,2025-07-09T05:03:19,synthetic_ru_private_ads_v2
